name,address,latitude,longitude,hours,website,phone,cuisine,source,maps_link
Sanpeggio’s Pizza,"2657 Valleydale Rd, Birmingham, AL 35242",,,,https://www.sanpeggiopizza.com,(205) 437-8300,Pizza / Italian-American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Sanpeggio%E2%80%99s%20Pizza%202657%20Valleydale%20Rd%2C%20Birmingham%2C%20AL%2035242
Sarris Cafe,"4280 Highway 52 W, Pelham, AL 35124",,,,(search: “Sarris Cafe Pelham AL”),(205) 663-3953,American / Diner,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Sarris%20Cafe%204280%20Highway%2052%20W%2C%20Pelham%2C%20AL%2035124
Satterfield’s,"3161 Cahaba Heights Rd, Vestavia Hills, AL 35243",33.4540967,-86.7334282,,https://www.satterfieldsrestaurant.com,(205) 969-9690,New American / Southern,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Satterfield%E2%80%99s%203161%20Cahaba%20Heights%20Rd%2C%20Vestavia%20Hills%2C%20AL%2035243
Saw's BBQ,"1154 11th Avenue South, Birmingham, AL, 35205",33.4952297,-86.8087685,,https://www.sawsbbq.com/locations/saws-bbq-southside/,(205) 879-1937,barbecue,https://www.openstreetmap.org/node/8937258638,https://www.google.com/maps/search/?api=1&query=Saw's%20BBQ%2033.4952297%2C-86.8087685
Saw’s Juke Joint,"1115 Dunston Ave, Birmingham, AL 35213",,,,https://sawsbbq.com/saws-juke-joint-crestline,205-745-3920,Southern BBQ / Soul Food,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Saw%E2%80%99s%20Juke%20Joint%201115%20Dunston%20Ave%2C%20Birmingham%2C%20AL%2035213
Saw's Soul Kitchen,"Saw's Soul Kitchen, 2nd Alley South, Avondale, Birmingham, Jefferson County, Alabama, 35222, United States",33.5241715,-86.7739217,,https://www.sawsbbq.com/,,barbecue,https://www.openstreetmap.org/way/622115797,https://www.google.com/maps/search/?api=1&query=Saw's%20Soul%20Kitchen%2033.5241715%2C-86.7739217
Seasons 52,"245 Summit Boulevard, Birmingham, AL, 35243",33.4493711,-86.7294479,,https://www.seasons52.com/locations/al/birmingham/birmingham/4525,,american,https://www.openstreetmap.org/way/234147327,https://www.google.com/maps/search/?api=1&query=Seasons%2052%2033.4493711%2C-86.7294479
Seoul,"Seoul, Carr Avenue, Edgemont, Homewood, Jefferson County, Alabama, 35209, United States",33.462998,-86.821053,,,,korean,https://www.openstreetmap.org/node/3374900893,https://www.google.com/maps/search/?api=1&query=Seoul%2033.462998%2C-86.821053
Shangri-La,"4500 Montevallo Rd, Ste B103, Irondale, AL 35210",,,,https://www.shangrilabirmingham.com,(205) 951-3168,Chinese,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Shangri-La%204500%20Montevallo%20Rd%2C%20Ste%20B103%2C%20Irondale%2C%20AL%2035210
Shu Shop,"1820 3rd Avenue North, Birmingham, AL, 35203",33.5155266,-86.808883,Tu-Th 17:00-22:00; Fr-Sa 17:00-01:00,https://shushopbham.com,+1 205-291-6660,asian,https://www.openstreetmap.org/node/13147981254,https://www.google.com/maps/search/?api=1&query=Shu%20Shop%2033.5155266%2C-86.808883
Silver Coin Indian Grill,"3321 Lorna Rd Ste 13, Birmingham, AL 35216",33.3925191,-86.7965851,,https://www.silvercoinindiangrillusa.com,(205) 823-9070,indian,https://www.openstreetmap.org/node/8429457565,https://www.google.com/maps/search/?api=1&query=Silver%20Coin%20Indian%20Grill%2033.3925191%2C-86.7965851
Sitar,"420 20th St S, Birmingham, AL 35233",33.5074374,-86.8040894,,,(205) 323-6500,indian,https://www.openstreetmap.org/node/5799944750,https://www.google.com/maps/search/?api=1&query=Sitar%2033.5074374%2C-86.8040894
Slice,"725 29th St S, Birmingham, AL 35233",,,,https://www.slicebirmingham.com,(205) 715-9300,Pizza / American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Slice%20725%2029th%20St%20S%2C%20Birmingham%2C%20AL%2035233
SLIDE Cafe,"1025 20th St S, Birmingham, AL 35205",,,,http://www.eatslidecafe.com,(205) 538-5474,"American, Brunch",BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=SLIDE%20Cafe%201025%2020th%20St%20S%2C%20Birmingham%2C%20AL%2035205
Slutty Vegan,"7 55th Pl S, Birmingham, AL 35212",,,,https://sluttyveganatl.com,,Vegan / Burgers,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Slutty%20Vegan%207%2055th%20Pl%20S%2C%20Birmingham%2C%20AL%2035212
Snapper Grabbers,"5170 Medford Dr, Hoover, AL 35244",,,,https://www.snappergrabbers.com/,,Seafood,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Snapper%20Grabbers%205170%20Medford%20Dr%2C%20Hoover%2C%20AL%2035244
Soho Social,"1830 29th Ave S, Homewood, AL 35209",,,,https://www.sohosocial.bar,(205) 739-2080,Gastropub / American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Soho%20Social%201830%2029th%20Ave%20S%2C%20Homewood%2C%20AL%2035209
Southern Kitchen & Bar,"2301 Richard Arrington Jr Blvd N, Unit 300, Birmingham, AL 35203",,,,,,Southern / American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Southern%20Kitchen%20%26%20Bar%202301%20Richard%20Arrington%20Jr%20Blvd%20N%2C%20Unit%20300%2C%20Birmingham%2C%20AL%2035203
Spice of Life Jamaican Restaurant,"1905 Park Pl, Birmingham, AL 35203",,,,,(205) 538-5000,Jamaican / Caribbean,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Spice%20of%20Life%20Jamaican%20Restaurant%201905%20Park%20Pl%2C%20Birmingham%2C%20AL%2035203
Station 31 Kitchen,"104 Chesser Dr, Chelsea, AL 35043",,,,https://station-31-kitchen.res-menu.com,(205) 677-2158,Southern / American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Station%2031%20Kitchen%20104%20Chesser%20Dr%2C%20Chelsea%2C%20AL%2035043
Stix,3250 Riverchase Galleria,33.3755829,-86.8087366,"Tu-Fr 16:00-21:00; Sa,Su 11:30-21:00",https://hoover.stixonline.com/,-4256,japanese,https://www.openstreetmap.org/node/2718293394,https://www.google.com/maps/search/?api=1&query=Stix%2033.3755829%2C-86.8087366
Stone Age Korean BBQ,"3340 Galleria Cir, Hoover, AL 35244",,,,(search: “Stone Age Korean BBQ Hoover”),(205) 201-7538*,Korean BBQ / Hot Pot,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Stone%20Age%20Korean%20BBQ%203340%20Galleria%20Cir%2C%20Hoover%2C%20AL%2035244
Sumo Japenese Steakhouse,"Sumo Japenese Steakhouse, Main Street, Patton Creek Shopping Center, Hoover, Jefferson County, Alabama, 35244, United States",33.3748229,-86.8141573,,,,japanese,https://www.openstreetmap.org/node/4255410702,https://www.google.com/maps/search/?api=1&query=Sumo%20Japenese%20Steakhouse%2033.3748229%2C-86.8141573
Surin 280,"16 Perimeter Park South, Birmingham, AL, 35243",33.4364481,-86.7222125,,https://surinofthailand.com/locations/surin-280/,,thai,https://www.openstreetmap.org/node/2980034589,https://www.google.com/maps/search/?api=1&query=Surin%20280%2033.4364481%2C-86.7222125
Surin West,"1918 11th Avenue South, Birmingham, AL, 35205",33.5004929,-86.7970351,,https://surinofthailand.com/location/surin-west/,-2456,thai,https://www.openstreetmap.org/node/7076123572,https://www.google.com/maps/search/?api=1&query=Surin%20West%2033.5004929%2C-86.7970351
Sushi Village 280,"601 Doug Baker Blvd #101, Birmingham, AL 35242",,,,https://sushivillageal.com,(205) 968-1588,Japanese / Sushi,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Sushi%20Village%20280%20601%20Doug%20Baker%20Blvd%20%23101%2C%20Birmingham%2C%20AL%2035242
Sweet Tea,"Sweet Tea, 3rd Avenue South, Automotive Historic District, Birmingham, Jefferson County, Alabama, 35222, United States",33.5111972,-86.7993781,,https://www.sweettearestaurant.com/,,,https://www.openstreetmap.org/way/611644996,https://www.google.com/maps/search/?api=1&query=Sweet%20Tea%2033.5111972%2C-86.7993781
T-Bone's,"1801 4th Ave N, Birmingham, AL 35203",,,,,,American/Cheesesteaks,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=T-Bone's%201801%204th%20Ave%20N%2C%20Birmingham%2C%20AL%2035203
T-Bone's Authentic Philly Cheesesteaks,"1017 20th St S, Birmingham, AL 35205",,,,https://www.tbonesphillysteaks.com,,Sandwiches,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=T-Bone's%20Authentic%20Philly%20Cheesesteaks%201017%2020th%20St%20S%2C%20Birmingham%2C%20AL%2035205
Taboon Noon o Kabab,"Birmingham, AL 35205",,,,(search: “Taboon Noon o Kabab Birmingham”),,Middle Eastern / Mediterranean,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Taboon%20Noon%20o%20Kabab%20Birmingham%2C%20AL%2035205
Taco Casa,"125 Wildwood Pkwy, Birmingham, AL 35209",,,,https://www.tacocasa.com/,(205) 940-1196,Mexican / Tex-Mex,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Taco%20Casa%20125%20Wildwood%20Pkwy%2C%20Birmingham%2C%20AL%2035209
Taco Mama,"1014 Oxmoor Road, 35209",33.4739893,-86.8080109,Mo-Su 11:00-21:00,https://tacomamaonline.com,-1059,mexican,https://www.openstreetmap.org/node/4741572125,https://www.google.com/maps/search/?api=1&query=Taco%20Mama%2033.4739893%2C-86.8080109
Taco Morro Loco,"417 41st St S, Birmingham, AL 35222",,,,https://tacomorrolocoal.com,205-346-8678,Mexican,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Taco%20Morro%20Loco%20417%2041st%20St%20S%2C%20Birmingham%2C%20AL%2035222
Tacos Don Tacho #2,"Homewood, AL 35209",,,,(search: “Tacos Don Tacho #2 Homewood”),,Mexican / Tacos,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Tacos%20Don%20Tacho%20%232%20Homewood%2C%20AL%2035209
Tacos Locos,"Tacos Locos, 5900, Messer Airport Highway, Birmingham, Jefferson County, Alabama, 35212, United States",33.5613811,-86.7540737,,,,mexican,https://www.openstreetmap.org/node/11699250732,https://www.google.com/maps/search/?api=1&query=Tacos%20Locos%2033.5613811%2C-86.7540737
Taj India,"2226 Highland Avenue, Birmingham, AL, 35205",33.5015409,-86.7906479,"Mo-Fr 11:00-14:00, 17:00-22:00; Sa 11:30-14:30, 17:00-22:00; Su 11:30-14:30, 17:00-21:00",https://www.tajindia.net/,-4948,indian,https://www.openstreetmap.org/node/5872592869,https://www.google.com/maps/search/?api=1&query=Taj%20India%2033.5015409%2C-86.7906479
Taqueria Juarez,"Birmingham, AL 35228",,,,(search: “Taqueria Juarez Birmingham AL”),,Mexican / Tacos,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Taqueria%20Juarez%20Birmingham%2C%20AL%2035228
Tasty Town,"16 14th St S, Birmingham, AL 35233",,,,https://eattastytown.com,(205) 855-7750,"Greek, Mediterranean",BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Tasty%20Town%2016%2014th%20St%20S%2C%20Birmingham%2C%20AL%2035233
Taziki's,"Taziki's, Overton Road, Cherry Brook Estates, Overton, Birmingham, Jefferson County, Alabama, 35210, United States",33.4923668,-86.7038471,,https://www.tazikiscafe.com/,,mediterranean,https://www.openstreetmap.org/node/5936013202,https://www.google.com/maps/search/?api=1&query=Taziki's%2033.4923668%2C-86.7038471
Ted's Restaurant,"328 12th St S, Birmingham, AL 35233",,,,http://www.tedsbirmingham.com,205-324-2911,Southern/Meat-and-Three,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Ted's%20Restaurant%20328%2012th%20St%20S%2C%20Birmingham%2C%20AL%2035233
Texas de Brazil,"Texas de Brazil, Richard Arrington Jr Boulevard North, Birmingham, Jefferson County, Alabama, 35234, United States",33.5258706,-86.8085114,,,,steak_house,https://www.openstreetmap.org/node/5889497209,https://www.google.com/maps/search/?api=1&query=Texas%20de%20Brazil%2033.5258706%2C-86.8085114
The Alabama Biscuit Co.,"4133 White Oak Dr, Birmingham, AL 35243",,,,https://www.alabamabiscuit.com,205-286-2353,Breakfast / Bakery,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Alabama%20Biscuit%20Co.%204133%20White%20Oak%20Dr%2C%20Birmingham%2C%20AL%2035243
The Barbeque Stop,"6631 Old Springville Rd, Pinson, AL 35126",,,,,,BBQ,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Barbeque%20Stop%206631%20Old%20Springville%20Rd%2C%20Pinson%2C%20AL%2035126
The Battery,"2821 Central Ave Suite 101, Homewood, AL 35209",,,,https://www.thebatterybham.com,,American / Sports Bar,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Battery%202821%20Central%20Ave%20Suite%20101%2C%20Homewood%2C%20AL%2035209
The Bright Star,"304 19th St N, Bessemer, AL 35020",,,,https://www.thebrightstar.com,(205) 424-9444,Greek / Southern,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Bright%20Star%20304%2019th%20St%20N%2C%20Bessemer%2C%20AL%2035020
The Cheesecake Factory,"236 Summit Boulevard, Birmingham, AL, 35243",33.4480436,-86.7312328,Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 10:00-24:00; Su 10:00-23:00,https://locations.thecheesecakefactory.com/al/birmingham-77.html,-2266,american,https://www.openstreetmap.org/way/234158800,https://www.google.com/maps/search/?api=1&query=The%20Cheesecake%20Factory%2033.4480436%2C-86.7312328
The Clubhouse Restaurant,"4000 Grand Avenue, AL",33.3922146,-86.8799147,,,,,https://www.openstreetmap.org/node/5764357733,https://www.google.com/maps/search/?api=1&query=The%20Clubhouse%20Restaurant%2033.3922146%2C-86.8799147
The Crab Barrack,"9417 Parkway E, Birmingham, AL, 35215",33.5921003,-86.695499,"Su-Th 12:00-23:00; Fr, Sa 12:00-24:00",http://crabbarrack.com/,-4813,seafood,https://www.openstreetmap.org/way/771901951,https://www.google.com/maps/search/?api=1&query=The%20Crab%20Barrack%2033.5921003%2C-86.695499
The Craft Burger,"The Craft Burger, Caldwell Mill Road, Hoover, Shelby County, Alabama, United States",33.3861766,-86.7400545,,http://thecraftburgers.com/,,burger,https://www.openstreetmap.org/node/5897628881,https://www.google.com/maps/search/?api=1&query=The%20Craft%20Burger%2033.3861766%2C-86.7400545
The Depot Deli & Grill,"29 Lake Davidson Ln, Helena, AL 35080",,,,(search: “Depot Deli & Grill Helena AL”),(205) 620-1426,American / Deli,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Depot%20Deli%20%26%20Grill%2029%20Lake%20Davidson%20Ln%2C%20Helena%2C%20AL%2035080
The Electric,"4426 4th Ave S, Birmingham, AL 35222",,,,https://www.theelectricbar.com,(205) 202-2953,Sandwiches / Bar,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Electric%204426%204th%20Ave%20S%2C%20Birmingham%2C%20AL%2035222
The Essential,"2215 1st Ave N, Birmingham, AL 35203",,,,https://essentialbham.com,(205) 718-7612,"New American, Bistro",BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Essential%202215%201st%20Ave%20N%2C%20Birmingham%2C%20AL%2035203
The Fennec,"1630 2nd Avenue South, Birmingham, AL",33.5086612,-86.8083881,Th 16:00-24:00; Fr 16:00-02:00; Sa 11:00-02:00; Su 11:00-15:00,https://thefennecbham.com,+1 659-208-2480,american,https://www.openstreetmap.org/node/11756553218,https://www.google.com/maps/search/?api=1&query=The%20Fennec%2033.5086612%2C-86.8083881
The Filling Station,"5524 Crestwood Boulevard, Birmingham, AL, 35212",33.5291722,-86.7473367,,https://thefillingstationbham.com/,(205) 592-3455,american,https://www.openstreetmap.org/way/684044180,https://www.google.com/maps/search/?api=1&query=The%20Filling%20Station%2033.5291722%2C-86.7473367
The Fish Market,"612 22nd St S, Birmingham, AL 35233",33.3906053,-86.8055898,,https://www.fishmarketrestaurant31.com,(205) 322-3330,seafood,https://www.openstreetmap.org/way/824968910,https://www.google.com/maps/search/?api=1&query=The%20Fish%20Market%2033.3906053%2C-86.8055898
The Garage,"2304 10th Ter S, Birmingham, AL 35205",,,,(search: “The Garage Birmingham AL bar”),(205) 322-3220*,Sandwiches / Bar,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Garage%202304%2010th%20Ter%20S%2C%20Birmingham%2C%20AL%2035205
The Mayor,"2808 7th Ave S Suite 109, Birmingham, AL 35233",,,,https://www.themayorlakeview.com,659-202-0128,American/Bar,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Mayor%202808%207th%20Ave%20S%20Suite%20109%2C%20Birmingham%2C%20AL%2035233
The Original Pancake House,"The Original Pancake House, 20th Street South, Highland Avenue Historic District, Five Points South, Birmingham, Jefferson County, Alabama, 35205, United States",33.5002487,-86.7963877,"Mo-Fr 06:30-14:00; Sa,Su 07:00-14:30",,,breakfast;pancake,https://www.openstreetmap.org/node/3156627152,https://www.google.com/maps/search/?api=1&query=The%20Original%20Pancake%20House%2033.5002487%2C-86.7963877
The Paw Paw Patch,"410 Greensprings Hwy, Homewood, AL 35209",,,,https://pawpawpatch.net,(205) 941-1117,Southern / Meat & Three,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Paw%20Paw%20Patch%20410%20Greensprings%20Hwy%2C%20Homewood%2C%20AL%2035209
The Pit BBQ,"2820 10th Ave N, Birmingham, AL 35203",,,,(no clear official site; see Yelp/other listings),(205) 328-1515,Barbecue,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Pit%20BBQ%202820%2010th%20Ave%20N%2C%20Birmingham%2C%20AL%2035203
The Pita Cafe,"1849 Montgomery Hwy S Ste 101, Hoover, AL 35244",,,,,,Mediterranean,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Pita%20Cafe%201849%20Montgomery%20Hwy%20S%20Ste%20101%2C%20Hoover%2C%20AL%2035244
The Pita Stop,"1106 12th Street South, Birmingham, AL, 35205",33.4950186,-86.8073395,,https://thepitastop.com/,+1 205-328-2749,mediterranean,https://www.openstreetmap.org/node/5650280841,https://www.google.com/maps/search/?api=1&query=The%20Pita%20Stop%2033.4950186%2C-86.8073395
The Pizitz Food Hall,"120 19th Street North, Birmingham, AL, 35203",33.5143103,-86.8081661,,https://www.thepizitz.com/food-hall/,,,https://www.openstreetmap.org/node/4610568621,https://www.google.com/maps/search/?api=1&query=The%20Pizitz%20Food%20Hall%2033.5143103%2C-86.8081661
The Purple Onion,"1625 10th Ave S, Birmingham, AL 35205",,,,,(205) 933-0555,Mediterranean / American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Purple%20Onion%201625%2010th%20Ave%20S%2C%20Birmingham%2C%20AL%2035205
The Refinery,"728 29th St S, Birmingham, AL 35233",,,,(search: “The Refinery Birmingham AL”),,American / Bar,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Refinery%20728%2029th%20St%20S%2C%20Birmingham%2C%20AL%2035233
The Rougaroux,"817 39th St S, Birmingham, AL 35222",,,,https://www.rougarouxbhm.com,205-518-6677,Cajun / Creole,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Rougaroux%20817%2039th%20St%20S%2C%20Birmingham%2C%20AL%2035222
The Six Sixteen,"616 29th St S, Birmingham, AL 35233",,,,(search: “The Six Sixteen Birmingham”),,Southern / New American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Six%20Sixteen%20616%2029th%20St%20S%2C%20Birmingham%2C%20AL%2035233
The Southern Kitchen & Bar,"The Southern Kitchen & Bar, Richard Arrington Jr Boulevard North, Birmingham, Jefferson County, Alabama, 35234, United States",33.5263591,-86.8074748,,https://thesouthernbirmingham.com/,,,https://www.openstreetmap.org/node/5889497211,https://www.google.com/maps/search/?api=1&query=The%20Southern%20Kitchen%20%26%20Bar%2033.5263591%2C-86.8074748
The Standard,"1821 2nd Ave N #188, Birmingham, AL 35203",,,,https://standardbhm.com,,American / Burgers,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Standard%201821%202nd%20Ave%20N%20%23188%2C%20Birmingham%2C%20AL%2035203
The Village Tavern,"The Village Tavern, Summit Boulevard, The Summit, Birmingham, Jefferson County, Alabama, 35243, United States",33.4454187,-86.7336173,,,,american,https://www.openstreetmap.org/node/2980034591,https://www.google.com/maps/search/?api=1&query=The%20Village%20Tavern%2033.4454187%2C-86.7336173
The Yard,"1928 1st Ave N, Birmingham, AL 35203",,,,theyardbham.com,,New American / Southern,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=The%20Yard%201928%201st%20Ave%20N%2C%20Birmingham%2C%20AL%2035203
Top That Grille II,"1371 Bessemer Road, Birmingham, AL, 35208",33.4816616,-86.8933975,Mo-Sa 11:00-22:00; Su 11:00-21:00,,-3549,southern,https://www.openstreetmap.org/node/7095056514,https://www.google.com/maps/search/?api=1&query=Top%20That%20Grille%20II%2033.4816616%2C-86.8933975
Tortuga's,"1309 Columbiana Rd, Birmingham, AL 35216",,,,https://www.tortugaspizza.com/,,Pizza,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Tortuga's%201309%20Columbiana%20Rd%2C%20Birmingham%2C%20AL%2035216
Trattoria Centrale,"207A 20th St N, Birmingham, AL 35203",,,,http://www.trattoriacentrale.com,205-202-6207,Italian / Pizza,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Trattoria%20Centrale%20207A%2020th%20St%20N%2C%20Birmingham%2C%20AL%2035203
Trattoria Zaza,207 20th Street North,33.5157799,-86.8063221,,https://www.zazabham.com/,-6613,italian;breakfast,https://www.openstreetmap.org/node/5939709835,https://www.google.com/maps/search/?api=1&query=Trattoria%20Zaza%2033.5157799%2C-86.8063221
Trussville Social,"Trussville Social, Beech Street, Trussville, Jefferson County, Alabama, 35173, United States",33.6186581,-86.6084996,,,,american,https://www.openstreetmap.org/node/2155296898,https://www.google.com/maps/search/?api=1&query=Trussville%20Social%2033.6186581%2C-86.6084996
Umami,"2808 7th Ave S #117, Birmingham, AL 35233",,,,https://www.umamibham.com/,(205) 201-4337,Asian Fusion,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Umami%202808%207th%20Ave%20S%20%23117%2C%20Birmingham%2C%20AL%2035233
Umami Trussville,"Umami Trussville, Beech Street, Trussville, Jefferson County, Alabama, 35173, United States",33.6176247,-86.6090523,,https://umamitrussville.com/,,ramen;sushi,https://www.openstreetmap.org/way/1391274603,https://www.google.com/maps/search/?api=1&query=Umami%20Trussville%2033.6176247%2C-86.6090523
Uncle G's Pizza,"1068 Montgomery Hwy, Vestavia Hills, AL 35216",,,,https://uncleggspizzeria.com,,Pizza,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Uncle%20G's%20Pizza%201068%20Montgomery%20Hwy%2C%20Vestavia%20Hills%2C%20AL%2035216
University Tacos,"2009 University Blvd, Birmingham, AL 35233",33.5047744,-86.79863,,https://universitytacosandburritos.netwaiter.com,-6310,mexican,https://www.openstreetmap.org/node/5799944749,https://www.google.com/maps/search/?api=1&query=University%20Tacos%2033.5047744%2C-86.79863
Unos Tacos,"1821 2nd Ave N (Pizitz Food Hall), Birmingham, AL 35203",,,,https://www.unostacosbham.com,,Mexican / Tacos,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Unos%20Tacos%201821%202nd%20Ave%20N%20(Pizitz%20Food%20Hall)%2C%20Birmingham%2C%20AL%2035203
Uptown Cantina,"2301 Richard Arrington Jr Blvd N, Ste 200, Birmingham, AL 35203",,,,http://uptown-cantina.com,(205) 598-8292,"Mexican, Latin American",BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Uptown%20Cantina%202301%20Richard%20Arrington%20Jr%20Blvd%20N%2C%20Ste%20200%2C%20Birmingham%2C%20AL%2035203
Urban Cookhouse,"Urban Cookhouse, Summit Place, Bell Summit Apartments, Birmingham, Jefferson County, Alabama, 35243, United States",33.4495426,-86.7308559,,http://www.urbancookhouse.com/,,american,https://www.openstreetmap.org/node/5840213935,https://www.google.com/maps/search/?api=1&query=Urban%20Cookhouse%2033.4495426%2C-86.7308559
Vino,"1930 Cahaba Rd, Mountain Brook, AL 35223",,,,vinobirmingham.com,(205) 870-8404,Mediterranean / Italian,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Vino%201930%20Cahaba%20Rd%2C%20Mountain%20Brook%2C%20AL%2035223
Vocelli Pizza,"Ste 126 Hwy 280, Birmingham, 35242",33.4114918,-86.663613,,www.VocelliPizza.com,,pizza,https://www.openstreetmap.org/way/1002421975,https://www.google.com/maps/search/?api=1&query=Vocelli%20Pizza%2033.4114918%2C-86.663613
Waffle House,"1034 20th Street South, Birmingham, AL, 35205-2606",33.5006894,-86.7966378,24/7,https://locations.wafflehouse.com/al-birmingham-1985,-5400,american,https://www.openstreetmap.org/node/7369343407,https://www.google.com/maps/search/?api=1&query=Waffle%20House%2033.5006894%2C-86.7966378
Waffle Works,"1821 2nd Ave N, Birmingham, AL 35203 (Pizitz Food Hall)",,,,,205-730-1922,Breakfast / Casual,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Waffle%20Works%201821%202nd%20Ave%20N%2C%20Birmingham%2C%20AL%2035203%20(Pizitz%20Food%20Hall)
Waldo’s Chicken & Beer,"3009 Pump House Rd Ste 110, Cahaba Heights, AL 35243",,,,waldoschicken.com,(205) 635-0002,Chicken / Southern,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Waldo%E2%80%99s%20Chicken%20%26%20Beer%203009%20Pump%20House%20Rd%20Ste%20110%2C%20Cahaba%20Heights%2C%20AL%2035243
Walk-On's Sports Bistreaux,"Walk-On's Sports Bistreaux, Main Street, Trussville, Jefferson County, Alabama, 35173, United States",33.6171369,-86.6186114,,https://locate.walk-ons.com/al/trussville/restaurants-459.html,,american,https://www.openstreetmap.org/node/12878102175,https://www.google.com/maps/search/?api=1&query=Walk-On's%20Sports%20Bistreaux%2033.6171369%2C-86.6186114
Wasabi Juan's,"4120 3rd Ave S, Birmingham, AL 35222",,,,https://www.wasabijuans.com,(205) 703-8275,Mexican / Sushi Fusion,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Wasabi%20Juan's%204120%203rd%20Ave%20S%2C%20Birmingham%2C%20AL%2035222
We Have Doughnuts,"2821 2nd Ave S, Birmingham, AL 35233 (plus pop-ups)",,,,https://www.wehavedoughnuts.com,205-440-1038,Doughnuts / Bakery,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=We%20Have%20Doughnuts%202821%202nd%20Ave%20S%2C%20Birmingham%2C%20AL%2035233%20(plus%20pop-ups)
Wings Around The Clock,"Wings Around The Clock, University Boulevard, Five Points South, Birmingham, Jefferson County, Alabama, 35233, United States",33.5046801,-86.7988649,,,,,https://www.openstreetmap.org/node/3156924296,https://www.google.com/maps/search/?api=1&query=Wings%20Around%20The%20Clock%2033.5046801%2C-86.7988649
Wings Plus #3,"437 Green Springs Highway, Birmingham",33.463962,-86.819591,,,,chicken,https://www.openstreetmap.org/node/3374941395,https://www.google.com/maps/search/?api=1&query=Wings%20Plus%20%233%2033.463962%2C-86.819591
